인구이동연,인구이동월,인구이동구,구별이동 ,구인구,비율
2016,9,용산구,-460,"245,102",-0.19%
2016,9,성동구,-269,"307,161",-0.09%
2016,9,광진구,-326,"372,104",-0.09%
2016,9,동대문구,-415,"370,312",-0.11%
2016,9,중랑구,-320,"415,677",-0.08%
2016,9,성북구,"-1,036","461,617",-0.22%
2016,9,강북구,-302,"330,704",-0.09%
2016,9,도봉구,-275,"350,272",-0.08%
2016,9,노원구,-819,"571,212",-0.14%
2016,9,은평구,-501,"495,937",-0.10%
2016,9,서대문구,-435,"325,871",-0.13%
2016,9,마포구,-897,"390,887",-0.23%
2016,9,양천구,-624,"481,845",-0.13%
2016,9,강서구,765,"602,104",0.13%
2016,9,구로구,-744,"449,600",-0.17%
2016,9,금천구,-422,"254,654",-0.17%
2016,9,영등포구,"-1,487","406,779",-0.37%
2016,9,동작구,77,"413,247",0.02%
2016,9,관악구,-726,"525,607",-0.14%
2016,9,서초구,474,"451,477",0.10%
2016,9,강남구,-770,"572,140",-0.13%
2016,9,송파구,-227,"664,946",-0.03%
2016,9,강동구,-901,"448,471",-0.20%
2016,10,종로구,-253,"161,922",-0.16%
2016,10,중구,8,"134,409",0.01%
2016,10,용산구,-579,"245,102",-0.24%
2016,10,성동구,-788,"307,161",-0.26%
2016,10,광진구,-652,"372,104",-0.18%
2016,10,동대문구,-456,"370,312",-0.12%
2016,10,중랑구,-332,"415,677",-0.08%
2016,10,성북구,-940,"461,617",-0.20%
2016,10,강북구,-606,"330,704",-0.18%
2016,10,도봉구,-100,"350,272",-0.03%
2016,10,노원구,-994,"571,212",-0.17%
2016,10,은평구,-798,"495,937",-0.16%
2016,10,서대문구,-278,"325,871",-0.09%
2016,10,마포구,"-1,271","390,887",-0.33%
2016,10,양천구,"-1,039","481,845",-0.22%
2016,10,강서구,661,"602,104",0.11%
2016,10,구로구,-884,"449,600",-0.20%
2016,10,금천구,-429,"254,654",-0.17%
2016,10,영등포구,"-1,357","406,779",-0.33%
2016,10,동작구,-183,"413,247",-0.04%
2016,10,관악구,-886,"525,607",-0.17%
2016,10,서초구,597,"451,477",0.13%
2016,10,강남구,-669,"572,140",-0.12%
2016,10,송파구,684,"664,946",0.10%
2016,10,강동구,"-1,714","448,471",-0.38%
2016,11,종로구,-380,"161,922",-0.23%
2016,11,중구,-172,"134,409",-0.13%
2016,11,용산구,-496,"245,102",-0.20%
2016,11,성동구,146,"307,161",0.05%
2016,11,광진구,-664,"372,104",-0.18%
2016,11,동대문구,-544,"370,312",-0.15%
2016,11,중랑구,-444,"415,677",-0.11%
2016,11,성북구,"-1,159","461,617",-0.25%
2016,11,강북구,-544,"330,704",-0.16%
2016,11,도봉구,-430,"350,272",-0.12%
2016,11,노원구,"-1,197","571,212",-0.21%
2016,11,은평구,-848,"495,937",-0.17%
2016,11,서대문구,-459,"325,871",-0.14%
2016,11,마포구,"-1,079","390,887",-0.28%
2016,11,양천구,"-1,486","481,845",-0.31%
2016,11,강서구,900,"602,104",0.15%
2016,11,구로구,-744,"449,600",-0.17%
2016,11,금천구,-337,"254,654",-0.13%
2016,11,영등포구,"-1,228","406,779",-0.30%
2016,11,동작구,-535,"413,247",-0.13%
2016,11,관악구,-928,"525,607",-0.18%
2016,11,서초구,-158,"451,477",-0.03%
2016,11,강남구,"-1,401","572,140",-0.24%
2016,11,송파구,752,"664,946",0.11%
2016,11,강동구,"-1,147","448,471",-0.26%
2016,12,종로구,-510,"161,922",-0.31%
2016,12,중구,-336,"134,409",-0.25%
2016,12,용산구,-400,"245,102",-0.16%
2016,12,성동구,"1,922","307,161",0.63%
2016,12,광진구,-626,"372,104",-0.17%
2016,12,동대문구,-724,"370,312",-0.20%
2016,12,중랑구,-746,"415,677",-0.18%
2016,12,성북구,"-1,534","461,617",-0.33%
2016,12,강북구,-361,"330,704",-0.11%
2016,12,도봉구,-600,"350,272",-0.17%
2016,12,노원구,"-1,483","571,212",-0.26%
2016,12,은평구,"-1,196","495,937",-0.24%
2016,12,서대문구,-255,"325,871",-0.08%
2016,12,마포구,"-1,253","390,887",-0.32%
2016,12,양천구,"-1,394","481,845",-0.29%
2016,12,강서구,217,"602,104",0.04%
2016,12,구로구,"-1,141","449,600",-0.25%
2016,12,금천구,"1,624","254,654",0.64%
2016,12,영등포구,"-1,362","406,779",-0.33%
2016,12,동작구,-902,"413,247",-0.22%
2016,12,관악구,-956,"525,607",-0.18%
2016,12,서초구,-604,"451,477",-0.13%
2016,12,강남구,"-1,513","572,140",-0.26%
2016,12,송파구,-28,"664,946",0.00%
2016,12,강동구,"-1,265","448,471",-0.28%
2017,1,종로구,-323,"164,257",-0.20%
2017,1,중구,-294,"134,593",-0.22%
2017,1,용산구,-250,"244,444",-0.10%
2017,1,성동구,"1,706","312,711",0.55%
2017,1,광진구,-30,"372,298",-0.01%
2017,1,동대문구,-473,"366,011",-0.13%
2017,1,중랑구,-349,"412,780",-0.08%
2017,1,성북구,-750,"455,407",-0.16%
2017,1,강북구,-258,"328,002",-0.08%
2017,1,도봉구,-368,"346,234",-0.11%
2017,1,노원구,-857,"558,075",-0.15%
2017,1,은평구,-341,"491,202",-0.07%
2017,1,서대문구,208,"325,028",0.06%
2017,1,마포구,-644,"385,783",-0.17%
2017,1,양천구,-477,"475,018",-0.10%
2017,1,강서구,440,"608,255",0.07%
2017,1,구로구,-332,"441,559",-0.08%
2017,1,금천구,696,"253,491",0.27%
2017,1,영등포구,-729,"402,024",-0.18%
2017,1,동작구,-403,"408,493",-0.10%
2017,1,관악구,-85,"520,929",-0.02%
2017,1,서초구,-195,"445,401",-0.04%
2017,1,강남구,-242,"561,052",-0.04%
2017,1,송파구,"1,054","671,173",0.16%
2017,1,강동구,778,"440,359",0.18%
2017,2,종로구,-2,"164,257",0.00%
2017,2,중구,-294,"134,593",-0.22%
2017,2,용산구,-246,"244,444",-0.10%
2017,2,성동구,"1,456","312,711",0.47%
2017,2,광진구,-44,"372,298",-0.01%
2017,2,동대문구,-277,"366,011",-0.08%
2017,2,중랑구,-379,"412,780",-0.09%
2017,2,성북구,230,"455,407",0.05%
2017,2,강북구,-416,"328,002",-0.13%
2017,2,도봉구,-548,"346,234",-0.16%
2017,2,노원구,"-1,200","558,075",-0.22%
2017,2,은평구,-577,"491,202",-0.12%
2017,2,서대문구,479,"325,028",0.15%
2017,2,마포구,-501,"385,783",-0.13%
2017,2,양천구,-817,"475,018",-0.17%
2017,2,강서구,257,"608,255",0.04%
2017,2,구로구,-765,"441,559",-0.17%
2017,2,금천구,143,"253,491",0.06%
2017,2,영등포구,"-1,123","402,024",-0.28%
2017,2,동작구,-191,"408,493",-0.05%
2017,2,관악구,126,"520,929",0.02%
2017,2,서초구,-209,"445,401",-0.05%
2017,2,강남구,-668,"561,052",-0.12%
2017,2,송파구,"1,261","671,173",0.19%
2017,2,강동구,"2,757","440,359",0.63%
2017,3,종로구,"1,309","164,257",0.80%
2017,3,중구,-343,"134,593",-0.25%
2017,3,용산구,-274,"244,444",-0.11%
2017,3,성동구,716,"312,711",0.23%
2017,3,광진구,-266,"372,298",-0.07%
2017,3,동대문구,-329,"366,011",-0.09%
2017,3,중랑구,-545,"412,780",-0.13%
2017,3,성북구,-138,"455,407",-0.03%
2017,3,강북구,300,"328,002",0.09%
2017,3,도봉구,-729,"346,234",-0.21%
2017,3,노원구,-119,"558,075",-0.02%
2017,3,은평구,-743,"491,202",-0.15%
2017,3,서대문구,50,"325,028",0.02%
2017,3,마포구,-491,"385,783",-0.13%
2017,3,양천구,-868,"475,018",-0.18%
2017,3,강서구,562,"608,255",0.09%
2017,3,구로구,-385,"441,559",-0.09%
2017,3,금천구,90,"253,491",0.04%
2017,3,영등포구,-861,"402,024",-0.21%
2017,3,동작구,-162,"408,493",-0.04%
2017,3,관악구,46,"520,929",0.01%
2017,3,서초구,"-1,171","445,401",-0.26%
2017,3,강남구,"-1,080","561,052",-0.19%
2017,3,송파구,-236,"671,173",-0.04%
2017,3,강동구,968,"440,359",0.22%
2017,4,종로구,383,"164,257",0.23%
2017,4,중구,-244,"134,593",-0.18%
2017,4,용산구,-459,"244,444",-0.19%
2017,4,성동구,105,"312,711",0.03%
2017,4,광진구,18,"372,298",0.00%
2017,4,동대문구,-232,"366,011",-0.06%
2017,4,중랑구,-217,"412,780",-0.05%
2017,4,성북구,-548,"455,407",-0.12%
2017,4,강북구,-6,"328,002",0.00%
2017,4,도봉구,-496,"346,234",-0.14%
2017,4,노원구,-556,"558,075",-0.10%
2017,4,은평구,-232,"491,202",-0.05%
2017,4,서대문구,-115,"325,028",-0.04%
2017,4,마포구,-239,"385,783",-0.06%
2017,4,양천구,-535,"475,018",-0.11%
2017,4,강서구,446,"608,255",0.07%
2017,4,구로구,-548,"441,559",-0.12%
2017,4,금천구,12,"253,491",0.00%
2017,4,영등포구,-197,"402,024",-0.05%
2017,4,동작구,-492,"408,493",-0.12%
2017,4,관악구,-410,"520,929",-0.08%
2017,4,서초구,-648,"445,401",-0.15%
2017,4,강남구,-825,"561,052",-0.15%
2017,4,송파구,-499,"671,173",-0.07%
2017,4,강동구,159,"440,359",0.04%
2017,5,종로구,341,"164,257",0.21%
2017,5,중구,-44,"134,593",-0.03%
2017,5,용산구,-259,"244,444",-0.11%
2017,5,성동구,114,"312,711",0.04%
2017,5,광진구,-285,"372,298",-0.08%
2017,5,동대문구,-508,"366,011",-0.14%
2017,5,중랑구,-91,"412,780",-0.02%
2017,5,성북구,-597,"455,407",-0.13%
2017,5,강북구,-208,"328,002",-0.06%
2017,5,도봉구,-248,"346,234",-0.07%
2017,5,노원구,-931,"558,075",-0.17%
2017,5,은평구,-650,"491,202",-0.13%
2017,5,서대문구,-290,"325,028",-0.09%
2017,5,마포구,-328,"385,783",-0.09%
2017,5,양천구,"-1,007","475,018",-0.21%
2017,5,강서구,"1,072","608,255",0.18%
2017,5,구로구,-800,"441,559",-0.18%
2017,5,금천구,23,"253,491",0.01%
2017,5,영등포구,851,"402,024",0.21%
2017,5,동작구,-627,"408,493",-0.15%
2017,5,관악구,-331,"520,929",-0.06%
2017,5,서초구,"-1,019","445,401",-0.23%
2017,5,강남구,-958,"561,052",-0.17%
2017,5,송파구,165,"671,173",0.02%
2017,5,강동구,25,"440,359",0.01%
2017,6,종로구,135,"164,257",0.08%
2017,6,중구,-97,"134,593",-0.07%
2017,6,용산구,29,"244,444",0.01%
2017,6,성동구,150,"312,711",0.05%
2017,6,광진구,35,"372,298",0.01%
2017,6,동대문구,-339,"366,011",-0.09%
2017,6,중랑구,456,"412,780",0.11%
2017,6,성북구,-679,"455,407",-0.15%
2017,6,강북구,33,"328,002",0.01%
2017,6,도봉구,-40,"346,234",-0.01%
2017,6,노원구,"-1,522","558,075",-0.27%
2017,6,은평구,-758,"491,202",-0.15%
2017,6,서대문구,144,"325,028",0.04%
2017,6,마포구,-484,"385,783",-0.13%
2017,6,양천구,-550,"475,018",-0.12%
2017,6,강서구,853,"608,255",0.14%
2017,6,구로구,-536,"441,559",-0.12%
2017,6,금천구,-104,"253,491",-0.04%
2017,6,영등포구,41,"402,024",0.01%
2017,6,동작구,-331,"408,493",-0.08%
2017,6,관악구,-356,"520,929",-0.07%
2017,6,서초구,"-1,021","445,401",-0.23%
2017,6,강남구,-808,"561,052",-0.14%
2017,6,송파구,247,"671,173",0.04%
2017,6,강동구,-543,"440,359",-0.12%
2017,7,종로구,387,"164,257",0.24%
2017,7,중구,-57,"134,593",-0.04%
2017,7,용산구,-145,"244,444",-0.06%
2017,7,성동구,80,"312,711",0.03%
2017,7,광진구,98,"372,298",0.03%
2017,7,동대문구,-387,"366,011",-0.11%
2017,7,중랑구,223,"412,780",0.05%
2017,7,성북구,-484,"455,407",-0.11%
2017,7,강북구,-374,"328,002",-0.11%
2017,7,도봉구,-156,"346,234",-0.05%
2017,7,노원구,"-1,482","558,075",-0.27%
2017,7,은평구,-752,"491,202",-0.15%
2017,7,서대문구,-132,"325,028",-0.04%
2017,7,마포구,-348,"385,783",-0.09%
2017,7,양천구,-402,"475,018",-0.08%
2017,7,강서구,317,"608,255",0.05%
2017,7,구로구,-524,"441,559",-0.12%
2017,7,금천구,-274,"253,491",-0.11%
2017,7,영등포구,-292,"402,024",-0.07%
2017,7,동작구,-264,"408,493",-0.06%
2017,7,관악구,-479,"520,929",-0.09%
2017,7,서초구,-708,"445,401",-0.16%
2017,7,강남구,-587,"561,052",-0.10%
2017,7,송파구,125,"671,173",0.02%
2017,7,강동구,"-1,626","440,359",-0.37%
2017,8,종로구,239,"164,257",0.15%
2017,8,중구,835,"134,593",0.62%
2017,8,용산구,11,"244,444",0.00%
2017,8,성동구,424,"312,711",0.14%
2017,8,광진구,264,"372,298",0.07%
2017,8,동대문구,-333,"366,011",-0.09%
2017,8,중랑구,-179,"412,780",-0.04%
2017,8,성북구,-551,"455,407",-0.12%
2017,8,강북구,-201,"328,002",-0.06%
2017,8,도봉구,-161,"346,234",-0.05%
2017,8,노원구,"-1,735","558,075",-0.31%
2017,8,은평구,-364,"491,202",-0.07%
2017,8,서대문구,-194,"325,028",-0.06%
2017,8,마포구,-580,"385,783",-0.15%
2017,8,양천구,-626,"475,018",-0.13%
2017,8,강서구,214,"608,255",0.04%
2017,8,구로구,"-1,039","441,559",-0.24%
2017,8,금천구,-272,"253,491",-0.11%
2017,8,영등포구,-515,"402,024",-0.13%
2017,8,동작구,-381,"408,493",-0.09%
2017,8,관악구,-395,"520,929",-0.08%
2017,8,서초구,-360,"445,401",-0.08%
2017,8,강남구,"-1,035","561,052",-0.18%
2017,8,송파구,125,"671,173",0.02%
2017,8,강동구,"-2,182","440,359",-0.50%
2017,9,종로구,55,"164,257",0.03%
2017,9,중구,533,"134,593",0.40%
2017,9,용산구,68,"244,444",0.03%
2017,9,성동구,-4,"312,711",0.00%
2017,9,광진구,-184,"372,298",-0.05%
2017,9,동대문구,-440,"366,011",-0.12%
2017,9,중랑구,-418,"412,780",-0.10%
2017,9,성북구,-872,"455,407",-0.19%
2017,9,강북구,-427,"328,002",-0.13%
2017,9,도봉구,-410,"346,234",-0.12%
2017,9,노원구,"-1,462","558,075",-0.26%
2017,9,은평구,42,"491,202",0.01%
2017,9,서대문구,-448,"325,028",-0.14%
2017,9,마포구,-613,"385,783",-0.16%
2017,9,양천구,-792,"475,018",-0.17%
2017,9,강서구,-139,"608,255",-0.02%
2017,9,구로구,-977,"441,559",-0.22%
2017,9,금천구,-355,"253,491",-0.14%
2017,9,영등포구,40,"402,024",0.01%
2017,9,동작구,-563,"408,493",-0.14%
2017,9,관악구,-648,"520,929",-0.12%
2017,9,서초구,-389,"445,401",-0.09%
2017,9,강남구,"-1,593","561,052",-0.28%
2017,9,송파구,-535,"671,173",-0.08%
2017,9,강동구,"-2,800","440,359",-0.64%
2017,10,종로구,-12,"164,257",-0.01%
2017,10,중구,109,"134,593",0.08%
2017,10,용산구,82,"244,444",0.03%
2017,10,성동구,-166,"312,711",-0.05%
2017,10,광진구,-154,"372,298",-0.04%
2017,10,동대문구,-329,"366,011",-0.09%
2017,10,중랑구,-397,"412,780",-0.10%
2017,10,성북구,-917,"455,407",-0.20%
2017,10,강북구,-175,"328,002",-0.05%
2017,10,도봉구,-145,"346,234",-0.04%
2017,10,노원구,"-1,252","558,075",-0.22%
2017,10,은평구,-248,"491,202",-0.05%
2017,10,서대문구,-268,"325,028",-0.08%
2017,10,마포구,-795,"385,783",-0.21%
2017,10,양천구,-431,"475,018",-0.09%
2017,10,강서구,-164,"608,255",-0.03%
2017,10,구로구,-703,"441,559",-0.16%
2017,10,금천구,-176,"253,491",-0.07%
2017,10,영등포구,118,"402,024",0.03%
2017,10,동작구,-719,"408,493",-0.18%
2017,10,관악구,-594,"520,929",-0.11%
2017,10,서초구,-557,"445,401",-0.13%
2017,10,강남구,"-1,472","561,052",-0.26%
2017,10,송파구,926,"671,173",0.14%
2017,10,강동구,"-2,302","440,359",-0.52%
2017,11,종로구,-181,"164,257",-0.11%
2017,11,중구,109,"134,593",0.08%
2017,11,용산구,-101,"244,444",-0.04%
2017,11,성동구,-65,"312,711",-0.02%
2017,11,광진구,61,"372,298",0.02%
2017,11,동대문구,-617,"366,011",-0.17%
2017,11,중랑구,-761,"412,780",-0.18%
2017,11,성북구,-852,"455,407",-0.19%
2017,11,강북구,-309,"328,002",-0.09%
2017,11,도봉구,-295,"346,234",-0.09%
2017,11,노원구,"-1,508","558,075",-0.27%
2017,11,은평구,-303,"491,202",-0.06%
2017,11,서대문구,-622,"325,028",-0.19%
2017,11,마포구,-608,"385,783",-0.16%
2017,11,양천구,-698,"475,018",-0.15%
2017,11,강서구,-38,"608,255",-0.01%
2017,11,구로구,-883,"441,559",-0.20%
2017,11,금천구,-155,"253,491",-0.06%
2017,11,영등포구,-139,"402,024",-0.03%
2017,11,동작구,-908,"408,493",-0.22%
2017,11,관악구,-754,"520,929",-0.14%
2017,11,서초구,-855,"445,401",-0.19%
2017,11,강남구,"-1,968","561,052",-0.35%
2017,11,송파구,511,"671,173",0.08%
2017,11,강동구,"-2,748","440,359",-0.62%
2017,12,종로구,-125,"164,257",-0.08%
2017,12,중구,117,"134,593",0.09%
2017,12,용산구,76,"244,444",0.03%
2017,12,성동구,-131,"312,711",-0.04%
2017,12,광진구,-150,"372,298",-0.04%
2017,12,동대문구,-570,"366,011",-0.16%
2017,12,중랑구,-905,"412,780",-0.22%
2017,12,성북구,-778,"455,407",-0.17%
2017,12,강북구,-537,"328,002",-0.16%
2017,12,도봉구,-699,"346,234",-0.20%
2017,12,노원구,"-1,458","558,075",-0.26%
2017,12,은평구,-309,"491,202",-0.06%
2017,12,서대문구,-564,"325,028",-0.17%
2017,12,마포구,-568,"385,783",-0.15%
2017,12,양천구,-729,"475,018",-0.15%
2017,12,강서구,-86,"608,255",-0.01%
2017,12,구로구,"-1,103","441,559",-0.25%
2017,12,금천구,-305,"253,491",-0.12%
2017,12,영등포구,-611,"402,024",-0.15%
2017,12,동작구,-988,"408,493",-0.24%
2017,12,관악구,-760,"520,929",-0.15%
2017,12,서초구,-762,"445,401",-0.17%
2017,12,강남구,"-1,657","561,052",-0.30%
2017,12,송파구,574,"671,173",0.09%
2017,12,강동구,"-1,690","440,359",-0.38%
2018,1,종로구,-138,"163,026",-0.08%
2018,1,중구,66,"135,633",0.05%
2018,1,용산구,347,"245,090",0.14%
2018,1,성동구,85,"316,463",0.03%
2018,1,광진구,11,"371,063",0.00%
2018,1,동대문구,-526,"364,338",-0.14%
2018,1,중랑구,-546,"408,147",-0.13%
2018,1,성북구,-740,"447,687",-0.17%
2018,1,강북구,-141,"322,915",-0.04%
2018,1,도봉구,-280,"341,649",-0.08%
2018,1,노원구,"-1,179","548,160",-0.22%
2018,1,은평구,-270,"487,666",-0.06%
2018,1,서대문구,-133,"323,080",-0.04%
2018,1,마포구,-224,"386,359",-0.06%
2018,1,양천구,-539,"468,145",-0.12%
2018,1,강서구,-70,"603,611",-0.01%
2018,1,구로구,"-1,013","438,486",-0.23%
2018,1,금천구,-167,"254,021",-0.07%
2018,1,영등포구,199,"403,600",0.05%
2018,1,동작구,-760,"409,385",-0.19%
2018,1,관악구,303,"520,040",0.06%
2018,1,서초구,-166,"438,163",-0.04%
2018,1,강남구,-721,"547,453",-0.13%
2018,1,송파구,378,"673,507",0.06%
2018,1,강동구,-931,"431,920",-0.22%
2018,2,종로구,-74,"163,026",-0.05%
2018,2,중구,172,"135,633",0.13%
2018,2,용산구,242,"245,090",0.10%
2018,2,성동구,199,"316,463",0.06%
2018,2,광진구,-150,"371,063",-0.04%
2018,2,동대문구,-183,"364,338",-0.05%
2018,2,중랑구,-607,"408,147",-0.15%
2018,2,성북구,-463,"447,687",-0.10%
2018,2,강북구,-249,"322,915",-0.08%
2018,2,도봉구,-438,"341,649",-0.13%
2018,2,노원구,"-1,222","548,160",-0.22%
2018,2,은평구,-311,"487,666",-0.06%
2018,2,서대문구,24,"323,080",0.01%
2018,2,마포구,-57,"386,359",-0.01%
2018,2,양천구,-444,"468,145",-0.09%
2018,2,강서구,-52,"603,611",-0.01%
2018,2,구로구,"-1,288","438,486",-0.29%
2018,2,금천구,-436,"254,021",-0.17%
2018,2,영등포구,-6,"403,600",0.00%
2018,2,동작구,-691,"409,385",-0.17%
2018,2,관악구,129,"520,040",0.02%
2018,2,서초구,179,"438,163",0.04%
2018,2,강남구,-867,"547,453",-0.16%
2018,2,송파구,42,"673,507",0.01%
2018,2,강동구,-683,"431,920",-0.16%
2018,3,종로구,64,"163,026",0.04%
2018,3,중구,117,"135,633",0.09%
2018,3,용산구,115,"245,090",0.05%
2018,3,성동구,"1,242","316,463",0.39%
2018,3,광진구,-625,"371,063",-0.17%
2018,3,동대문구,-584,"364,338",-0.16%
2018,3,중랑구,-293,"408,147",-0.07%
2018,3,성북구,-613,"447,687",-0.14%
2018,3,강북구,-105,"322,915",-0.03%
2018,3,도봉구,-529,"341,649",-0.15%
2018,3,노원구,-165,"548,160",-0.03%
2018,3,은평구,-377,"487,666",-0.08%
2018,3,서대문구,-368,"323,080",-0.11%
2018,3,마포구,-127,"386,359",-0.03%
2018,3,양천구,"-1,118","468,145",-0.24%
2018,3,강서구,-358,"603,611",-0.06%
2018,3,구로구,-329,"438,486",-0.08%
2018,3,금천구,-451,"254,021",-0.18%
2018,3,영등포구,-,"403,600",#VALUE!
2018,3,동작구,-647,"409,385",-0.16%
2018,3,관악구,584,"520,040",0.11%
2018,3,서초구,-530,"438,163",-0.12%
2018,3,강남구,"-1,913","547,453",-0.35%
2018,3,송파구,-177,"673,507",-0.03%
2018,3,강동구,-791,"431,920",-0.18%
2018,4,종로구,-243,"163,026",-0.15%
2018,4,중구,-100,"135,633",-0.07%
2018,4,용산구,-10,"245,090",0.00%
2018,4,성동구,839,"316,463",0.27%
2018,4,광진구,-461,"371,063",-0.12%
2018,4,동대문구,-426,"364,338",-0.12%
2018,4,중랑구,-417,"408,147",-0.10%
2018,4,성북구,-609,"447,687",-0.14%
2018,4,강북구,-473,"322,915",-0.15%
2018,4,도봉구,-354,"341,649",-0.10%
2018,4,노원구,-936,"548,160",-0.17%
2018,4,은평구,-342,"487,666",-0.07%
2018,4,서대문구,-440,"323,080",-0.14%
2018,4,마포구,-174,"386,359",-0.05%
2018,4,양천구,-729,"468,145",-0.16%
2018,4,강서구,-514,"603,611",-0.09%
2018,4,구로구,-611,"438,486",-0.14%
2018,4,금천구,-476,"254,021",-0.19%
2018,4,영등포구,-78,"403,600",-0.02%
2018,4,동작구,-208,"409,385",-0.05%
2018,4,관악구,-65,"520,040",-0.01%
2018,4,서초구,-511,"438,163",-0.12%
2018,4,강남구,"-1,944","547,453",-0.36%
2018,4,송파구,-201,"673,507",-0.03%
2018,4,강동구,-584,"431,920",-0.14%
2018,5,종로구,-204,"163,026",-0.13%
2018,5,중구,143,"135,633",0.11%
2018,5,용산구,-89,"245,090",-0.04%
2018,5,성동구,57,"316,463",0.02%
2018,5,광진구,-608,"371,063",-0.16%
2018,5,동대문구,-469,"364,338",-0.13%
2018,5,중랑구,-429,"408,147",-0.11%
2018,5,성북구,-716,"447,687",-0.16%
2018,5,강북구,-521,"322,915",-0.16%
2018,5,도봉구,-308,"341,649",-0.09%
2018,5,노원구,-850,"548,160",-0.16%
2018,5,은평구,-517,"487,666",-0.11%
2018,5,서대문구,-381,"323,080",-0.12%
2018,5,마포구,-105,"386,359",-0.03%
2018,5,양천구,-913,"468,145",-0.20%
2018,5,강서구,-711,"603,611",-0.12%
2018,5,구로구,-452,"438,486",-0.10%
2018,5,금천구,-244,"254,021",-0.10%
2018,5,영등포구,-79,"403,600",-0.02%
2018,5,동작구,232,"409,385",0.06%
2018,5,관악구,-491,"520,040",-0.09%
2018,5,서초구,-524,"438,163",-0.12%
2018,5,강남구,"-2,555","547,453",-0.47%
2018,5,송파구,29,"673,507",0.00%
2018,5,강동구,-593,"431,920",-0.14%
2018,6,종로구,-319,"163,026",-0.20%
2018,6,중구,-122,"135,633",-0.09%
2018,6,용산구,-241,"245,090",-0.10%
2018,6,성동구,358,"316,463",0.11%
2018,6,광진구,-524,"371,063",-0.14%
2018,6,동대문구,441,"364,338",0.12%
2018,6,중랑구,-590,"408,147",-0.14%
2018,6,성북구,-717,"447,687",-0.16%
2018,6,강북구,-407,"322,915",-0.13%
2018,6,도봉구,-301,"341,649",-0.09%
2018,6,노원구,-827,"548,160",-0.15%
2018,6,은평구,-489,"487,666",-0.10%
2018,6,서대문구,-258,"323,080",-0.08%
2018,6,마포구,-31,"386,359",-0.01%
2018,6,양천구,-653,"468,145",-0.14%
2018,6,강서구,-684,"603,611",-0.11%
2018,6,구로구,-364,"438,486",-0.08%
2018,6,금천구,-353,"254,021",-0.14%
2018,6,영등포구,-351,"403,600",-0.09%
2018,6,동작구,135,"409,385",0.03%
2018,6,관악구,-40,"520,040",-0.01%
2018,6,서초구,-495,"438,163",-0.11%
2018,6,강남구,"-1,916","547,453",-0.35%
2018,6,송파구,589,"673,507",0.09%
2018,6,강동구,-363,"431,920",-0.08%
2018,7,종로구,-244,"163,026",-0.15%
2018,7,중구,-113,"135,633",-0.08%
2018,7,용산구,-194,"245,090",-0.08%
2018,7,성동구,311,"316,463",0.10%
2018,7,광진구,-512,"371,063",-0.14%
2018,7,동대문구,968,"364,338",0.27%
2018,7,중랑구,-469,"408,147",-0.11%
2018,7,성북구,-992,"447,687",-0.22%
2018,7,강북구,-588,"322,915",-0.18%
2018,7,도봉구,-301,"341,649",-0.09%
2018,7,노원구,-986,"548,160",-0.18%
2018,7,은평구,-703,"487,666",-0.14%
2018,7,서대문구,-506,"323,080",-0.16%
2018,7,마포구,-219,"386,359",-0.06%
2018,7,양천구,-517,"468,145",-0.11%
2018,7,강서구,-866,"603,611",-0.14%
2018,7,구로구,-480,"438,486",-0.11%
2018,7,금천구,-135,"254,021",-0.05%
2018,7,영등포구,-365,"403,600",-0.09%
2018,7,동작구,261,"409,385",0.06%
2018,7,관악구,-242,"520,040",-0.05%
2018,7,서초구,-977,"438,163",-0.22%
2018,7,강남구,"-1,270","547,453",-0.23%
2018,7,송파구,422,"673,507",0.06%
2018,7,강동구,-684,"431,920",-0.16%
2018,8,종로구,-119,"163,026",-0.07%
2018,8,중구,-132,"135,633",-0.10%
2018,8,용산구,-122,"245,090",-0.05%
2018,8,성동구,425,"316,463",0.13%
2018,8,광진구,-333,"371,063",-0.09%
2018,8,동대문구,691,"364,338",0.19%
2018,8,중랑구,-502,"408,147",-0.12%
2018,8,성북구,-696,"447,687",-0.16%
2018,8,강북구,-748,"322,915",-0.23%
2018,8,도봉구,-352,"341,649",-0.10%
2018,8,노원구,-856,"548,160",-0.16%
2018,8,은평구,-316,"487,666",-0.06%
2018,8,서대문구,-243,"323,080",-0.08%
2018,8,마포구,-413,"386,359",-0.11%
2018,8,양천구,-515,"468,145",-0.11%
2018,8,강서구,-904,"603,611",-0.15%
2018,8,구로구,-550,"438,486",-0.13%
2018,8,금천구,-396,"254,021",-0.16%
2018,8,영등포구,-219,"403,600",-0.05%
2018,8,동작구,271,"409,385",0.07%
2018,8,관악구,-105,"520,040",-0.02%
2018,8,서초구,-928,"438,163",-0.21%
2018,8,강남구,-847,"547,453",-0.15%
2018,8,송파구,-175,"673,507",-0.03%
2018,8,강동구,-884,"431,920",-0.20%
2018,9,종로구,9,"163,026",0.01%
2018,9,중구,-13,"135,633",-0.01%
2018,9,용산구,-94,"245,090",-0.04%
2018,9,성동구,127,"316,463",0.04%
2018,9,광진구,-161,"371,063",-0.04%
2018,9,동대문구,-75,"364,338",-0.02%
2018,9,중랑구,-420,"408,147",-0.10%
2018,9,성북구,-583,"447,687",-0.13%
2018,9,강북구,-359,"322,915",-0.11%
